-2.2836	-5.85239	-3.37965	-1.67763	3.33385	-2.22719	8.77172	7.71633	-2.12727	4.57687	-4.5582	0.682906	-5.77728	4.9821	-0.883317	-6.51764	0.263508	-6.70806	5.99254	8.5235	
1.19441	2.60229	0.521553	-0.303616	-0.689771	0.858168	-3.99719	-4.15446	1.7137	-1.809	2.58756	0.289179	3.82057	-2.85914	0.178013	2.85003	-0.0682969	3.84263	-3.36597	-3.89626	
-0.876058	-3.45853	-0.496088	0.0466342	0.103287	-0.678471	4.5764	4.88353	-1.01622	1.87818	-2.60738	-1.00315	-3.72911	3.48205	-0.328714	-3.37162	-0.106456	-3.54041	3.65534	3.50664	
0.542006	1.20096	1.34233	0.870493	-1.25563	0.52393	-1.83445	-1.40388	0.249672	-0.964196	0.982017	-0.161141	0.914717	-0.487543	0.060868	0.944502	0.153567	0.495251	-0.524414	-2.18749	
0.661637	1.01708	-0.0354265	0.235809	-0.318345	0.006426	-1.8639	-1.96489	0.951028	-0.68423	1.00389	-0.0975584	1.97055	-1.39831	-0.457601	1.49066	0.323244	1.73022	-1.32167	-1.42742	
-2.51121	-4.92847	-2.36183	-0.915828	1.97469	-1.25311	7.14674	5.66587	-0.640388	3.10566	-4.07873	-0.275873	-3.95696	4.26635	-1.20377	-4.79528	0.628155	-5.60154	5.52712	6.38553	
0.601865	0.959418	-0.428113	-0.769782	1.44776	-0.515972	-0.767973	-1.55066	-0.166126	-0.101361	0.426544	1.10521	2.01325	-1.75779	0.543679	0.145344	0.233253	1.44282	-2.37088	-0.150545	
2.32668	5.78297	1.63404	0.137116	-0.468715	1.21224	-7.76867	-7.55051	0.634309	-3.82148	4.42455	1.37415	6.20775	-5.20807	0.890451	5.94384	-0.898776	6.43448	-6.78759	-6.26448	
-1.21181	-3.10392	-0.21592	1.22386	-1.09591	0.0189972	4.27407	5.41728	-0.929878	1.33776	-2.25216	-1.53761	-4.95135	3.64104	-0.730627	-3.16783	-0.0674901	-4.02979	4.9946	3.02771	
-1.33831	-1.78893	-2.60469	-2.54551	3.66933	-2.68487	3.44457	1.89514	-1.25817	2.83472	-2.04594	2.91661	-0.394659	0.629416	0.654427	-2.39486	-0.195608	-2.69547	0.850053	5.2698	
1.38444	2.99504	0.954713	0.713015	-1.22052	0.879826	-4.50743	-3.48479	1.29317	-1.67868	2.36961	-0.216708	2.74392	-2.30207	0.216174	3.08501	0.0230135	2.87992	-3.03017	-4.13377	
0.895997	1.26591	1.54808	1.90552	-2.26471	1.63828	-2.51123	-1.47114	0.527798	-1.18716	1.30917	-1.36078	-0.156304	-0.88995	0.206943	1.97625	-0.189619	1.73016	-0.764489	-3.6414	
1.7034	4.49396	2.56714	0.37639	-1.3701	1.38858	-6.3646	-5.68358	0.618721	-3.48512	3.01386	-0.17975	3.87782	-3.46589	1.26154	4.51693	-0.606354	4.84417	-4.02324	-5.2954	
-0.917206	-1.76014	-0.286696	0.765407	-0.365482	0.250588	2.25266	3.05584	-0.663626	1.43323	-1.27432	-0.573916	-2.52405	2.09365	-0.80872	-2.03747	0.12635	-2.27567	2.1508	1.91799	
2.10564	5.62037	2.25205	0.544735	-2.12011	1.73418	-8.24565	-7.61904	2.45392	-3.6339	4.7572	-0.412047	6.12499	-5.66068	0.472231	6.64926	0.100512	7.05655	-6.2796	-8.22151	
-0.0685495	-1.41517	1.56265	2.5341	-2.5451	1.17799	0.868312	2.33847	-0.0666031	-0.344298	-0.375328	-2.14857	-3.34797	2.34752	-0.416388	-1.34082	0.369947	-0.895114	2.1088	-1.16586	
-1.54045	-3.13814	-1.07449	-0.392668	0.456204	-0.669026	5.32337	4.88826	-1.46901	1.95737	-3.27075	0.000383625	-4.36968	3.59802	-0.287809	-3.57928	-0.085194	-4.15451	4.25475	4.77532	
-2.34875	-6.5357	-2.29871	-1.44125	2.13319	-1.61259	8.7545	8.2682	-1.33272	3.69172	-4.96548	-0.595532	-6.00259	4.90129	-1.03277	-6.02124	0.615742	-6.95606	6.84605	8.303	
-0.59248	-0.224564	-0.987146	-0.586845	1.24742	-1.17636	1.15141	-0.125015	0.427471	1.139	-0.29375	0.973675	0.266926	0.198789	-0.0701152	-0.890489	-0.04158	-1.04815	0.0452378	1.68516	
3.15034	8.46136	2.29405	-0.202362	-1.05177	1.63694	-11.6617	-12.0517	1.5828	-5.10986	6.87191	1.71817	9.8249	-8.08712	2.07516	8.78418	-0.539707	9.9608	-10.5019	-9.60886	
