1.73454	1.2205	1.57356	1.81874	1.90258	0.02444	1.22102	1.24064	0.20454	0.16006	1.6106	1.71378	1.06066	0.23454	0.3099	0.4241	1.90024	1.75056	1.1841	0.72982	
1.50056	0.4201	0.8317	0.81768	0.4354	0.90956	1.78224	0.55408	1.59988	0.079714	1.56936	0.074864	1.506	0.8789	1.6949	0.24104	1.96026	0.148258	1.34572	0.47738	
1.1157	0.95038	1.61938	1.91292	0.85332	0.57918	1.02796	1.65596	0.066516	1.0973	0.0115562	0.88986	1.9805	1.75368	1.96732	1.45834	1.25666	1.98878	1.905	0.27828	
0.21486	0.52746	1.00414	0.5053	1.3805	1.81114	1.69154	1.57922	1.72908	1.46004	0.96476	1.466	0.98306	0.80336	0.51706	1.38856	0.51354	0.8464	1.0973	0.73226	
1.68882	0.60262	0.96116	0.66608	0.157532	1.97046	1.33402	1.98798	0.82476	1.11842	1.47114	1.05038	1.91608	0.60418	1.44846	1.6126	0.15989	1.14034	1.0618	0.144952	
0.95346	1.93534	0.54562	1.06332	0.082992	1.39126	1.3267	1.11908	0.52088	0.47694	1.33102	1.79962	1.31734	1.96954	0.31632	0.50334	1.51434	1.81994	0.7584	1.14464	
1.24014	0.60026	1.60868	1.47018	0.4034	1.13082	1.5081	1.46028	1.19608	0.0159856	0.105184	1.13678	0.23866	0.021932	1.85182	0.6093	1.91696	1.04586	1.75386	1.113	
0.50758	1.16012	1.42094	0.56344	0.20002	1.2789	1.518	1.49138	1.98142	1.70814	1.81956	0.0074522	0.9585	1.12136	1.6549	1.25752	0.7682	1.06164	0.078238	0.40966	
0.153088	1.69046	0.7399	0.188204	0.29678	0.89422	0.96096	1.2673	0.615	1.15266	1.74456	0.8647	1.208	0.58836	0.8072	1.48014	1.23308	1.6521	1.77258	0.066858	
1.5934	0.8943	1.63264	1.26	1.25546	0.44754	0.66014	0.092502	0.06821	0.89568	0.3423	1.64456	1.49	1.96272	1.31504	0.14183	1.00148	0.54824	1.0382	0.72402	
1.83968	0.93432	0.70022	1.21672	0.28566	0.2343	0.20094	0.76858	1.73258	0.166204	0.23458	0.20546	0.67458	0.77422	1.0032	0.97602	0.156398	1.57468	1.6141	1.8264	
0.66788	1.9132	0.2886	1.63124	0.91188	0.76702	0.6468	1.86188	0.4008	1.98418	0.80504	0.96576	0.6435	0.7769	0.94812	1.8762	1.91898	1.34104	0.42106	0.150944	
0.199246	1.09436	1.86314	1.25368	0.8311	1.64972	1.25762	0.67336	1.54696	0.94182	0.63648	0.48218	0.8394	1.07302	0.5331	0.080254	0.2757	0.3439	0.052488	0.9182	
1.55066	0.86946	1.8681	0.77082	0.9676	1.55328	0.064328	1.17348	0.039316	0.8972	1.97064	0.05499	1.36286	0.82216	0.9098	1.78714	1.57022	0.65116	0.77666	1.18446	
0.39712	1.15442	1.26108	0.44874	0.08626	1.6233	1.4384	0.075238	1.9055	1.5504	1.80862	1.2664	1.24984	0.139488	0.36536	1.11046	0.7677	1.09778	0.53052	1.74416	
1.23716	0.167374	1.7969	1.10556	1.29388	1.58754	0.39264	1.99728	0.7579	1.39978	1.67018	1.35932	0.889	0.66976	1.95212	1.4353	1.85978	1.9493	1.06008	1.35488	
1.68334	0.087126	0.115638	1.65262	1.39686	1.1575	1.30156	0.27446	0.67218	0.88206	1.8895	0.074466	0.98334	0.64082	1.64634	1.9307	1.95638	1.64198	0.22724	1.71474	
1.50032	1.5895	1.21546	0.28062	1.96386	0.98728	1.11546	0.89478	1.0203	1.52852	0.138166	0.62398	1.99436	1.23942	1.56834	1.70266	1.5206	0.434	0.52972	0.51686	
1.67282	1.52866	0.5879	1.51104	1.59126	1.1259	0.88152	0.54476	1.69502	1.26638	0.21744	1.15674	1.92162	0.50552	0.97926	0.55798	0.72056	0.39616	0.23004	0.45124	
0.34854	0.64084	0.53174	0.189758	1.64194	0.07726	0.613	0.48888	0.7132	0.31138	0.67452	0.5408	1.35884	1.57862	0.05169	0.64128	1.21958	1.83976	1.52936	1.27976	
